Date,Store,Product,ExpectedSales,ExpectedLoss,ExpectedClosingStock
2026-06-02,Shop_A,エクレア,10,0,6
2026-06-03,Shop_A,エクレア,13,0,3
2026-06-04,Shop_A,エクレア,13,0,0
2026-06-05,Shop_A,エクレア,10,0,0
2026-06-06,Shop_A,エクレア,17,0,2
2026-06-07,Shop_A,エクレア,13,0,0
2026-06-08,Shop_A,エクレア,11,0,0
2026-06-09,Shop_A,エクレア,11,0,1
2026-06-10,Shop_A,エクレア,11,0,0
2026-06-11,Shop_A,エクレア,10,0,0
2026-06-12,Shop_A,エクレア,12,0,0
2026-06-13,Shop_A,エクレア,12,0,5
2026-06-14,Shop_A,エクレア,19,0,0
2026-06-15,Shop_A,エクレア,13,0,3
2026-06-16,Shop_A,エクレア,15,0,1
2026-06-17,Shop_A,エクレア,12,0,1
2026-06-18,Shop_A,エクレア,13,0,0
2026-06-19,Shop_A,エクレア,11,0,5
2026-06-20,Shop_A,エクレア,16,0,0
2026-06-21,Shop_A,エクレア,11,0,0
2026-06-22,Shop_A,エクレア,9,0,0
2026-06-23,Shop_A,エクレア,11,0,1
2026-06-24,Shop_A,エクレア,11,0,0
2026-06-25,Shop_A,エクレア,11,0,0
2026-06-26,Shop_A,エクレア,12,0,1
2026-06-27,Shop_A,エクレア,15,0,3
2026-06-28,Shop_A,エクレア,12,0,5
2026-06-29,Shop_A,エクレア,11,0,5
2026-06-30,Shop_A,エクレア,8,0,7
2026-07-01,Shop_A,エクレア,12,0,0
2026-07-02,Shop_A,エクレア,10,0,5
2026-07-03,Shop_A,エクレア,11,0,0
2026-07-04,Shop_A,エクレア,14,0,3
2026-07-05,Shop_A,エクレア,15,0,1
2026-07-06,Shop_A,エクレア,10,0,0
2026-07-07,Shop_A,エクレア,7,0,8
2026-07-08,Shop_A,エクレア,12,0,0
2026-07-09,Shop_A,エクレア,10,0,3
2026-07-10,Shop_A,エクレア,10,0,3
2026-07-11,Shop_A,エクレア,17,0,3
2026-07-12,Shop_A,エクレア,16,0,0
2026-07-13,Shop_A,エクレア,14,0,2
2026-07-14,Shop_A,エクレア,14,0,2
2026-07-15,Shop_A,エクレア,10,1,0
2026-07-16,Shop_A,エクレア,11,0,0
2026-07-17,Shop_A,エクレア,15,0,1
2026-07-18,Shop_A,エクレア,12,0,4
2026-07-19,Shop_A,エクレア,11,0,5
2026-07-20,Shop_A,エクレア,11,1,0
2026-07-21,Shop_A,エクレア,12,0,1
2026-07-22,Shop_A,エクレア,9,0,3
2026-07-23,Shop_A,エクレア,9,0,3
2026-07-24,Shop_A,エクレア,8,0,7
2026-07-25,Shop_A,エクレア,17,0,0
2026-07-26,Shop_A,エクレア,14,0,5
2026-07-27,Shop_A,エクレア,12,0,0
2026-07-28,Shop_A,エクレア,13,0,4
2026-07-29,Shop_A,エクレア,12,0,0
2026-07-30,Shop_A,エクレア,13,0,0
2026-07-31,Shop_A,エクレア,12,0,0
2026-05-01,Shop_A,リッチエクレア,8,0,0
2026-05-02,Shop_A,リッチエクレア,9,0,0
2026-05-03,Shop_A,リッチエクレア,6,0,3
2026-05-04,Shop_A,リッチエクレア,8,0,2
2026-05-05,Shop_A,リッチエクレア,9,0,2
2026-05-06,Shop_A,リッチエクレア,8,0,4
2026-05-07,Shop_A,リッチエクレア,8,0,0
2026-05-08,Shop_A,リッチエクレア,7,0,4
2026-05-09,Shop_A,リッチエクレア,13,0,0
2026-05-10,Shop_A,リッチエクレア,10,0,0
2026-05-11,Shop_A,リッチエクレア,6,0,7
2026-05-12,Shop_A,リッチエクレア,6,0,4
2026-05-13,Shop_A,リッチエクレア,8,0,2
2026-05-14,Shop_A,リッチエクレア,9,0,0
2026-05-15,Shop_A,リッチエクレア,6,0,0
2026-05-16,Shop_A,リッチエクレア,9,0,0
2026-05-17,Shop_A,リッチエクレア,8,0,2
2026-05-18,Shop_A,リッチエクレア,9,0,0
2026-05-19,Shop_A,リッチエクレア,10,0,0
2026-05-20,Shop_A,リッチエクレア,5,0,5
2026-05-21,Shop_A,リッチエクレア,8,0,1
2026-05-22,Shop_A,リッチエクレア,9,0,0
2026-05-23,Shop_A,リッチエクレア,7,0,2
2026-05-24,Shop_A,リッチエクレア,8,0,2
2026-05-25,Shop_A,リッチエクレア,5,0,0
2026-05-26,Shop_A,リッチエクレア,7,0,1
2026-05-27,Shop_A,リッチエクレア,6,0,2
2026-05-28,Shop_A,リッチエクレア,5,0,2
2026-05-29,Shop_A,リッチエクレア,8,0,2
2026-05-30,Shop_A,リッチエクレア,13,0,0
2026-05-31,Shop_A,リッチエクレア,10,0,1
2026-06-01,Shop_A,リッチエクレア,8,0,0
2026-06-02,Shop_A,リッチエクレア,10,0,0
2026-06-03,Shop_A,リッチエクレア,7,0,4
2026-06-04,Shop_A,リッチエクレア,5,0,5
2026-06-05,Shop_A,リッチエクレア,8,0,1
2026-06-06,Shop_A,リッチエクレア,9,0,0
2026-06-07,Shop_A,リッチエクレア,9,0,1
2026-06-08,Shop_A,リッチエクレア,8,0,0
2026-06-09,Shop_A,リッチエクレア,8,0,2
2026-06-10,Shop_A,リッチエクレア,7,0,2
2026-06-11,Shop_A,リッチエクレア,8,0,2
2026-06-12,Shop_A,リッチエクレア,10,0,0
2026-06-13,Shop_A,リッチエクレア,11,0,0
2026-06-14,Shop_A,リッチエクレア,3,0,4
2026-06-15,Shop_A,リッチエクレア,7,0,0
2026-06-16,Shop_A,リッチエクレア,8,0,0
2026-06-17,Shop_A,リッチエクレア,8,0,1
2026-06-18,Shop_A,リッチエクレア,9,0,1
2026-06-19,Shop_A,リッチエクレア,7,0,0
2026-06-20,Shop_A,リッチエクレア,8,0,0
2026-06-21,Shop_A,リッチエクレア,8,0,3
2026-06-22,Shop_A,リッチエクレア,8,0,0
2026-06-23,Shop_A,リッチエクレア,7,0,0
2026-06-24,Shop_A,リッチエクレア,8,0,0
2026-06-25,Shop_A,リッチエクレア,8,0,1
2026-06-26,Shop_A,リッチエクレア,9,0,1
2026-06-27,Shop_A,リッチエクレア,9,0,0
2026-06-28,Shop_A,リッチエクレア,10,0,0
2026-06-29,Shop_A,リッチエクレア,8,0,4
2026-06-30,Shop_A,リッチエクレア,9,0,1
2026-07-01,Shop_A,リッチエクレア,8,0,2
2026-07-02,Shop_A,リッチエクレア,8,0,0
2026-07-03,Shop_A,リッチエクレア,9,0,0
2026-07-04,Shop_A,リッチエクレア,10,0,0
2026-07-05,Shop_A,リッチエクレア,8,0,0
2026-07-06,Shop_A,リッチエクレア,5,0,1
2026-07-07,Shop_A,リッチエクレア,7,0,1
2026-07-08,Shop_A,リッチエクレア,8,0,1
2026-07-09,Shop_A,リッチエクレア,4,0,5
2026-07-10,Shop_A,リッチエクレア,8,0,0
2026-07-11,Shop_A,リッチエクレア,11,0,0
2026-07-12,Shop_A,リッチエクレア,11,0,1
2026-07-13,Shop_A,リッチエクレア,9,0,0
2026-07-14,Shop_A,リッチエクレア,9,0,0
2026-07-15,Shop_A,リッチエクレア,8,0,0
2026-07-16,Shop_A,リッチエクレア,7,0,2
2026-07-17,Shop_A,リッチエクレア,6,0,2
2026-07-18,Shop_A,リッチエクレア,9,0,2
2026-07-19,Shop_A,リッチエクレア,6,0,4
2026-07-20,Shop_A,リッチエクレア,8,0,3
2026-07-21,Shop_A,リッチエクレア,7,0,2
2026-07-22,Shop_A,リッチエクレア,10,0,1
2026-07-23,Shop_A,リッチエクレア,6,1,1
2026-07-24,Shop_A,リッチエクレア,8,0,2
2026-07-25,Shop_A,リッチエクレア,9,0,2
2026-07-26,Shop_A,リッチエクレア,9,0,0
2026-07-27,Shop_A,リッチエクレア,7,0,5
2026-07-28,Shop_A,リッチエクレア,8,0,4
2026-07-29,Shop_A,リッチエクレア,9,0,1
2026-07-30,Shop_A,リッチエクレア,5,0,4
2026-07-31,Shop_A,リッチエクレア,7,0,3
2026-05-01,Shop_A,パール,8,0,3
2026-05-02,Shop_A,パール,12,0,3
2026-05-03,Shop_A,パール,14,0,1
2026-05-04,Shop_A,パール,11,0,1
2026-05-05,Shop_A,パール,7,0,2
2026-05-06,Shop_A,パール,9,0,0
2026-05-07,Shop_A,パール,7,0,6
2026-05-08,Shop_A,パール,9,0,1
2026-05-09,Shop_A,パール,11,0,2
2026-05-10,Shop_A,パール,10,0,0
2026-05-11,Shop_A,パール,8,0,0
2026-05-12,Shop_A,パール,8,0,1
2026-05-13,Shop_A,パール,7,0,2
2026-05-14,Shop_A,パール,9,0,0
2026-05-15,Shop_A,パール,9,0,1
2026-05-16,Shop_A,パール,11,0,1
2026-05-17,Shop_A,パール,7,0,9
2026-05-18,Shop_A,パール,10,0,0
2026-05-19,Shop_A,パール,11,0,0
2026-05-20,Shop_A,パール,11,0,1
2026-05-21,Shop_A,パール,11,0,0
2026-05-22,Shop_A,パール,10,0,0
2026-05-23,Shop_A,パール,8,0,0
2026-05-24,Shop_A,パール,7,0,4
2026-05-25,Shop_A,パール,8,0,0
2026-05-26,Shop_A,パール,8,0,4
2026-05-27,Shop_A,パール,8,0,0
2026-05-28,Shop_A,パール,5,0,3
2026-05-29,Shop_A,パール,9,0,0
2026-05-30,Shop_A,パール,13,0,0
2026-05-31,Shop_A,パール,11,0,0
2026-06-01,Shop_A,パール,9,0,0
2026-06-02,Shop_A,パール,12,0,0
2026-06-03,Shop_A,パール,11,0,1
2026-06-04,Shop_A,パール,7,0,6
2026-06-05,Shop_A,パール,7,0,2
2026-06-06,Shop_A,パール,9,0,0
2026-06-07,Shop_A,パール,9,0,2
2026-06-08,Shop_A,パール,8,0,0
2026-06-09,Shop_A,パール,7,0,3
2026-06-10,Shop_A,パール,3,0,6
2026-06-11,Shop_A,パール,4,0,4
2026-06-12,Shop_A,パール,8,0,0
2026-06-13,Shop_A,パール,13,0,2
2026-06-14,Shop_A,パール,11,0,0
2026-06-15,Shop_A,パール,10,0,0
2026-06-16,Shop_A,パール,7,0,3
2026-06-17,Shop_A,パール,8,0,3
2026-06-18,Shop_A,パール,10,0,0
2026-06-19,Shop_A,パール,7,0,5
2026-06-20,Shop_A,パール,13,0,2
2026-06-21,Shop_A,パール,7,0,4
2026-06-22,Shop_A,パール,9,0,0
2026-06-23,Shop_A,パール,9,0,3
2026-06-24,Shop_A,パール,8,0,0
2026-06-25,Shop_A,パール,8,0,2
2026-06-26,Shop_A,パール,11,0,0
2026-06-27,Shop_A,パール,11,0,1
2026-06-28,Shop_A,パール,11,0,0
2026-06-29,Shop_A,パール,12,0,0
2026-06-30,Shop_A,パール,8,0,2
2026-07-01,Shop_A,パール,10,1,0
2026-07-02,Shop_A,パール,11,0,0
2026-07-03,Shop_A,パール,7,0,0
2026-07-04,Shop_A,パール,8,0,4
2026-07-05,Shop_A,パール,11,0,0
2026-07-06,Shop_A,パール,8,0,2
2026-07-07,Shop_A,パール,6,0,0
2026-07-08,Shop_A,パール,6,0,1
2026-07-09,Shop_A,パール,5,0,3
2026-07-10,Shop_A,パール,8,0,3
2026-07-11,Shop_A,パール,8,0,0
2026-07-12,Shop_A,パール,8,0,0
2026-07-13,Shop_A,パール,11,0,1
2026-07-14,Shop_A,パール,9,0,3
2026-07-15,Shop_A,パール,11,0,0
2026-07-16,Shop_A,パール,9,0,0
2026-07-17,Shop_A,パール,8,0,0
2026-07-18,Shop_A,パール,10,0,2
2026-07-19,Shop_A,パール,8,0,4
2026-07-20,Shop_A,パール,9,0,2
2026-07-21,Shop_A,パール,10,0,2
2026-07-22,Shop_A,パール,7,0,8
2026-07-23,Shop_A,パール,8,1,1
2026-07-24,Shop_A,パール,8,0,0
2026-07-25,Shop_A,パール,11,0,0
2026-07-26,Shop_A,パール,9,0,3
2026-07-27,Shop_A,パール,11,0,0
2026-07-28,Shop_A,パール,9,0,1
2026-07-29,Shop_A,パール,10,0,0
2026-07-30,Shop_A,パール,8,0,0
2026-07-31,Shop_A,パール,11,0,0
2026-05-01,Shop_A,プリン,7,0,6
2026-05-02,Shop_A,プリン,9,0,7
2026-05-03,Shop_A,プリン,14,0,1
2026-05-04,Shop_A,プリン,12,0,0
2026-05-05,Shop_A,プリン,10,0,5
2026-05-06,Shop_A,プリン,11,0,0
2026-05-07,Shop_A,プリン,11,0,2
2026-05-08,Shop_A,プリン,10,0,0
2026-05-09,Shop_A,プリン,8,0,4
2026-05-10,Shop_A,プリン,11,0,5
2026-05-11,Shop_A,プリン,11,0,0
2026-05-12,Shop_A,プリン,8,0,2
2026-05-13,Shop_A,プリン,10,0,0
2026-05-14,Shop_A,プリン,11,0,1
2026-05-15,Shop_A,プリン,7,0,3
2026-05-16,Shop_A,プリン,11,0,5
2026-05-17,Shop_A,プリン,15,0,3
2026-05-18,Shop_A,プリン,10,0,2
2026-05-19,Shop_A,プリン,11,0,1
2026-05-20,Shop_A,プリン,10,0,0
2026-05-21,Shop_A,プリン,10,0,2
2026-05-22,Shop_A,プリン,7,0,3
2026-05-23,Shop_A,プリン,11,0,2
2026-05-24,Shop_A,プリン,8,0,0
2026-05-25,Shop_A,プリン,6,0,3
2026-05-26,Shop_A,プリン,10,0,2
2026-05-27,Shop_A,プリン,9,0,6
2026-05-28,Shop_A,プリン,10,0,0
2026-05-29,Shop_A,プリン,11,0,0
2026-05-30,Shop_A,プリン,13,0,0
2026-05-31,Shop_A,プリン,15,0,2
2026-06-01,Shop_A,プリン,11,0,0
2026-06-02,Shop_A,プリン,8,0,5
2026-06-03,Shop_A,プリン,7,0,3
2026-06-04,Shop_A,プリン,10,0,2
2026-06-05,Shop_A,プリン,8,0,0
2026-06-06,Shop_A,プリン,11,0,6
2026-06-07,Shop_A,プリン,12,0,4
2026-06-08,Shop_A,プリン,10,0,0
2026-06-09,Shop_A,プリン,6,0,3
2026-06-10,Shop_A,プリン,8,0,3
2026-06-11,Shop_A,プリン,8,0,3
2026-06-12,Shop_A,プリン,10,0,0
2026-06-13,Shop_A,プリン,10,0,2
2026-06-14,Shop_A,プリン,13,0,0
2026-06-15,Shop_A,プリン,12,0,0
2026-06-16,Shop_A,プリン,9,0,0
2026-06-17,Shop_A,プリン,12,0,0
2026-06-18,Shop_A,プリン,7,0,6
2026-06-19,Shop_A,プリン,11,0,0
2026-06-20,Shop_A,プリン,9,0,3
2026-06-21,Shop_A,プリン,8,0,0
2026-06-22,Shop_A,プリン,10,0,0
2026-06-23,Shop_A,プリン,10,0,0
2026-06-24,Shop_A,プリン,11,0,0
2026-06-25,Shop_A,プリン,8,0,1
2026-06-26,Shop_A,プリン,8,0,4
2026-06-27,Shop_A,プリン,14,0,3
2026-06-28,Shop_A,プリン,15,0,0
2026-06-29,Shop_A,プリン,9,0,2
2026-06-30,Shop_A,プリン,8,0,5
2026-07-01,Shop_A,プリン,10,0,1
2026-07-02,Shop_A,プリン,9,0,0
2026-07-03,Shop_A,プリン,10,0,2
2026-07-04,Shop_A,プリン,10,0,2
2026-07-05,Shop_A,プリン,10,0,1
2026-07-06,Shop_A,プリン,8,0,0
2026-07-07,Shop_A,プリン,8,0,0
2026-07-08,Shop_A,プリン,6,0,5
2026-07-09,Shop_A,プリン,8,1,0
2026-07-10,Shop_A,プリン,8,0,0
2026-07-11,Shop_A,プリン,11,0,2
2026-07-12,Shop_A,プリン,8,0,7
2026-07-13,Shop_A,プリン,10,0,3
2026-07-14,Shop_A,プリン,10,0,0
2026-07-15,Shop_A,プリン,11,0,0
2026-07-16,Shop_A,プリン,12,0,0
2026-07-17,Shop_A,プリン,9,0,0
2026-07-18,Shop_A,プリン,11,0,4
2026-07-19,Shop_A,プリン,12,0,3
2026-07-20,Shop_A,プリン,10,0,0
2026-07-21,Shop_A,プリン,9,0,1
2026-07-22,Shop_A,プリン,9,0,0
2026-07-23,Shop_A,プリン,8,0,0
2026-07-24,Shop_A,プリン,12,0,0
2026-07-25,Shop_A,プリン,15,0,1
2026-07-26,Shop_A,プリン,10,0,0
2026-07-27,Shop_A,プリン,9,0,4
2026-07-28,Shop_A,プリン,11,0,1
2026-07-29,Shop_A,プリン,13,0,0
2026-07-30,Shop_A,プリン,7,0,4
2026-07-31,Shop_A,プリン,9,0,3
2026-05-01,Shop_A,アップルパイ,0,0,0
2026-05-02,Shop_A,アップルパイ,0,0,0
2026-05-03,Shop_A,アップルパイ,0,0,0
2026-05-04,Shop_A,アップルパイ,0,0,0
2026-05-05,Shop_A,アップルパイ,0,0,0
2026-05-06,Shop_A,アップルパイ,0,0,0
2026-05-07,Shop_A,アップルパイ,0,0,0
2026-05-08,Shop_A,アップルパイ,0,0,0
2026-05-09,Shop_A,アップルパイ,0,0,0
2026-05-10,Shop_A,アップルパイ,0,0,0
2026-05-11,Shop_A,アップルパイ,0,0,0
2026-05-12,Shop_A,アップルパイ,0,0,0
2026-05-13,Shop_A,アップルパイ,0,0,0
2026-05-14,Shop_A,アップルパイ,0,0,0
2026-05-15,Shop_A,アップルパイ,0,0,0
2026-05-16,Shop_A,アップルパイ,0,0,0
2026-05-17,Shop_A,アップルパイ,0,0,0
2026-05-18,Shop_A,アップルパイ,0,0,0
2026-05-19,Shop_A,アップルパイ,0,0,0
2026-05-20,Shop_A,アップルパイ,0,0,0
2026-05-21,Shop_A,アップルパイ,0,0,0
2026-05-22,Shop_A,アップルパイ,0,0,0
